Jahr;Dokumentnr;Name;Partei;Thema;Titel
2020;19/149;Stefan Rouenhoff;CDU/CSU;Umweltpolitik;Gesetz zur Durchführung der Verordnung (EU) 2017/821 des Europäischen Parlaments und des Rates vom 17. Mai 2017 zur Festlegung von Pflichten zur Erfüllung der Sorgfaltspflichten in der Lieferkette für Unionseinführer von Zinn, Tantal, Wolfram, deren Erzen und Gold aus Konflikt-und Hochrisikogebieten sowie zur Änderung des Bundesberggesetzes
2020;19/189;Dr. Andreas Lenz;CDU/CSU;Umweltpolitik;Gesetz zur Änderung des Windenergie-auf-See-Gesetzes und anderer Vorschriften
2020;19/176;Michael Kießling;CDU/CSU;Umweltpolitik;Gesetz zur Umsetzung der Abfallrahmenrichtlinie der Europäischen Union
2020;19/142;Dr. Andreas Lenz;CDU/CSU;Umweltpolitik;Vereinheitlichung des Energieeinsparrechts
2021;19/239;Stephan Stracke;CDU/CSU;Umweltpolitik;Gesetz zur Errichtung eines Sondervermögens
2021;19/233;Kai Whittaker;CDU/CSU;Umweltpolitik;Erstes Gesetz zur Änderung des Bundes-Klimaschutzgesetzes
2021;19/233;Rüdiger Kruse;CDU/CSU;Umweltpolitik;Deutsche Nachhaltigkeitsstrategie - Weiterentwicklung 2021
2021;19/228;Andreas Jung;CDU/CSU;Umweltpolitik;Klimaschutz ist jetzt
2021;19/227;Michael Kießling;CDU/CSU;Umweltpolitik;Gesetz zur Umsetzung von Vorgaben der Einwegkunststoffrichtlinie und der Abfallrahmenrichtlinie im Verpackungsgesetz und in anderen Gesetzen
2022;20/67;Anne König;CDU/CSU;Umweltpolitik;Gesetz zur Beschleunigung des Braunkohleausstiegs im Rheinischen Revier
2022;20/45;Klaus Mack;CDU/CSU;Umweltpolitik;Gesetz zur Erhöhung und Beschleunigung des Ausbaus von Windenergieanlagen an Land
2022;20/34;Andreas Jung;CDU/CSU;Umweltpolitik;Gesetz zu Sofortmaßnahmen für einen beschleunigten Ausbau der erneuerbaren Energien und weiteren Maßnahmen im Stromsektor
2022;20/56;Dr. Thomas Gebhart;CDU/CSU;Umweltpolitik;Zweites Gesetz zur Änderung des Brennstoffemissionshandelsgesetzes
2022;20/65;Dr. Klaus Wiener;CDU/CSU;Umweltpolitik;Neunzehntes Gesetz zur Änderung des Atomgesetzes (19. AtGÄndG)
2023;20/131;Max Straubinger;CDU/CSU;Umweltpolitik;Zweites Gesetz zur Änderung des Düngegesetzes
2023;20/125;Alexander Engelhard;CDU/CSU;Umweltpolitik;Viertes Gesetz zur Änderung des Chemikaliengesetzes
2023;20/138;Michael Kießling;CDU/CSU;Umweltpolitik;Gesetz für die Wärmeplanung und zur Dekarbonisierung der Wärmenetze
2023;20/122;Sebastian Brehm;CDU/CSU;Umweltpolitik;Gesetz zur Steigerung der Energieeffizienz und zur Änderung des Energiedienstleistungsgesetzes
2023;20/94;Oliver Grundmann;CDU/CSU;Umweltpolitik;Gesetz zu der Entschließung LP.3(4) vom 30. Oktober 2009 über die Änderung des Artikels 6 des Protokolls vom 7. November 1996 zum Übereinkommen über die Verhütung der Meeresverschmutzung durch das Einbringen von Abfällen und sonstigen Stoffen von
